Normal,Gorder,RCM,Rabbit,Grappolo,Slashburn,Random
1735,268,1296,336,89,2130,567
52,267,255,2,1375,2131,42
1746,266,622,10,1342,2132,389
646,265,1300,7,90,2133,814
909,262,208,815,201,2134,237
527,261,258,6,369,2135,724
1772,259,833,23,357,1,1261
265,257,496,150,1064,19,479
184,255,218,276,1155,39,1399
747,254,1114,9,220,45,203
1,247,939,163,92,53,912
31,232,718,528,648,54,261
657,222,130,177,70,64,1624
869,213,1119,41,426,65,264
873,212,179,1256,322,70,932
2123,211,293,73,71,79,1147
36,210,438,5,1138,104,1451
43,202,106,8,55,108,1309
38,200,1302,44,94,111,1466
70,198,1305,250,99,119,560
83,197,285,830,69,150,1051
31,194,1133,1373,923,152,1650
16,189,1307,368,103,158,164
139,188,318,443,289,162,194
149,157,295,1,228,164,1904
170,156,630,4,50,175,371
191,114,1310,3,106,187,1192
237,91,1183,570,109,193,841
214,83,777,261,220,198,215
262,82,1322,729,114,222,805
11,80,1325,11,118,226,543
350,68,1057,30,328,236,641
358,63,330,15,435,247,1758
387,48,216,32,318,251,873
395,47,1328,456,122,282,46
396,9,526,173,58,296,26
399,7,1196,16,229,326,75
428,16,171,914,436,393,1943
440,20,1039,12,269,409,819
506,23,321,7,601,432,1687
559,24,1203,25,126,440,842
93,27,1210,60,128,473,1380
128,29,388,9,131,488,541
15,30,917,909,1176,492,1625
623,31,505,1,10,493,1529
644,32,1145,13,484,524,646
676,33,379,14,572,548,329
734,34,162,2,1052,560,1056
735,36,1029,650,136,581,1515
774,37,256,5,196,586,125
800,46,210,180,240,606,1616
829,47,1333,8,133,610,160
349,48,408,10,82,611,227
890,49,238,4,260,614,828
900,50,59,3,264,615,683
109,51,1336,6,290,623,1274
913,53,1337,48,135,624,1284
72,54,434,118,137,625,32
806,58,1058,16,236,626,522
981,59,1338,2,141,636,24
953,60,1272,351,122,638,183
1027,61,536,3,247,643,121
1035,62,1340,1,147,650,1706
13,63,431,2,16,658,180
1109,69,884,13,1035,666,970
1115,71,453,5,112,669,537
34,73,926,1,38,696,75
1141,91,1343,272,162,701,1561
1157,104,180,12,2,711,983
960,125,108,631,201,736,226
1192,130,1345,912,151,742,16
929,134,483,4,315,751,1484
1227,166,862,340,1123,752,1298
1289,172,341,6,342,759,96
1307,198,401,7,1001,767,52
1317,211,575,5,20,768,669
1031,212,1348,2,154,772,925
1372,214,1352,1,157,805,1510
1387,215,797,34,231,812,1748
1388,218,1353,27,159,813,1526
147,220,1356,11,163,821,977
1399,221,452,6,440,823,1701
875,225,509,2,123,829,1565
892,226,325,3,1190,839,86
1436,229,194,1,56,846,1686
136,230,245,11,879,851,1450
1455,244,512,9,1214,852,741
864,283,6,4,1240,853,365
717,321,605,5,146,854,1914
1475,323,1009,7,75,855,78
657,326,759,12,533,857,299
1487,398,143,839,338,861,1024
1516,399,82,6,928,862,1969
124,413,247,5,401,872,91
1554,414,937,7,168,878,1970
1562,416,654,10,551,879,72
1571,424,1360,23,543,880,403
1426,431,477,22,5,888,1102
1030,432,278,14,167,890,254
1588,433,941,18,362,896,71
978,436,449,27,422,906,1111
1631,441,1363,2,171,908,1329
1632,487,461,4,58,909,1980
1661,497,540,850,252,951,1599
1202,498,908,650,212,952,816
1667,536,1364,672,516,955,207
1668,537,1334,5,1197,978,957
1684,546,1112,16,195,1001,1728
1685,573,274,1,583,1005,317
1692,586,1070,391,717,1006,1138
1693,650,545,4,381,1007,431
927,679,515,41,25,1008,1168
1895,690,361,832,558,1010,219
2102,696,353,4,23,1011,1923
2103,714,1091,18,341,1018,172
1,716,1226,13,478,1021,1371
266,717,115,1220,1259,1036,279
806,718,71,20,1255,1040,787
1,719,129,16,1258,1057,1326
53,720,148,14,1238,1062,1261
162,721,535,2,1242,1068,340
525,722,101,3,1243,1073,1168
679,726,119,12,1246,1078,397
628,727,1369,1,173,1110,1609
79,728,132,5,302,1117,1123
1,729,1372,7,178,1118,1143
370,730,1374,2,180,1122,315
107,731,550,412,479,1123,1959
558,732,1291,8,641,1125,1902
765,737,442,29,1394,1126,1512
908,738,559,17,483,1128,346
1106,770,1376,33,185,1129,1330
32,773,593,844,576,1133,755
1153,774,64,32,72,1137,840
1161,775,875,1,1,1138,1926
845,777,29,2,753,1166,1729
5,778,128,4,1600,1178,40
20,780,227,16,40,1211,218
9,782,1664,11,51,1252,1242
17,783,1734,9,336,1305,5
31,784,945,10,1901,1313,553
14,785,948,15,37,1315,514
54,786,338,6,5,1316,764
171,882,1760,488,18,1317,1009
109,888,332,886,1293,1321,248
34,1133,359,230,1239,1339,839
466,1148,1694,14,44,1342,418
281,1162,1539,1292,83,1346,133
301,1164,1658,3,91,1365,737
365,1165,1166,232,107,1366,612
97,1168,1707,902,125,1367,48
853,1264,1761,910,156,1383,1180
877,1265,506,554,766,1388,120
1039,1266,1762,12,15,1391,350
739,1269,39,227,5,1392,514
1231,1270,1763,4,53,1404,365
183,1276,1764,1,62,1406,146
1122,1277,1206,197,464,1407,153
574,1308,157,28,95,1428,746
490,1310,996,1347,96,1442,702
818,1311,282,1339,799,1446,851
8,1313,1543,194,128,1462,515
1327,1314,1670,678,138,1464,832
1191,1319,1765,5,172,1509,1281
1328,1325,1766,2,6,1510,1100
985,1327,1604,172,1209,1513,628
878,1328,519,7,1160,1515,1053
486,1332,1767,128,33,1516,711
766,1340,929,116,440,1527,362
930,1342,1768,32,826,1532,1229
555,1343,1769,112,121,1539,877
21,1344,876,4,780,1575,455
1446,1348,1770,11,146,1579,11
352,1349,1684,12,163,1614,109
41,1351,1771,115,22,1615,1277
173,1352,80,114,416,1616,205
210,1368,1737,10,1266,1618,528
33,1369,1772,1,28,1619,453
389,1376,1429,10,740,1621,57
306,1377,1773,6,37,1623,852
452,1379,167,122,864,1648,1345
482,1382,949,6,41,1656,278
501,1386,217,117,304,1683,520
514,1389,1774,5,830,1684,131
140,1392,1775,2,130,1690,1458
576,1396,1776,11,133,1709,1129
603,1408,1777,120,27,1710,785
728,1414,1778,30,14,1754,441
744,1418,670,1,302,1757,864
670,1421,1006,108,6,1760,91
28,1427,1779,15,13,1762,497
284,1434,53,201,358,1765,186
832,1436,1545,33,31,1768,1362
218,1439,1780,1278,844,1895,249
1052,1440,1781,9,58,1939,3
449,1441,1782,425,106,1941,260
310,1443,488,26,1065,1963,1009
1119,1448,1783,5,129,2013,1302
879,1449,131,14,1037,2023,176
1045,1481,1784,22,37,2037,202
70,1499,1667,31,21,2039,1656
462,1512,1785,126,17,2055,120
382,1516,1064,110,462,2056,1437
749,1520,1716,23,7,2057,1328
347,1529,73,34,393,2058,1423
567,1539,1786,15,873,2059,503
814,1543,1787,1910,21,2060,843
1083,1544,1269,18,81,2061,456
738,1545,1699,8,29,2062,465
1158,1547,1215,13,899,2063,524
1271,1548,322,125,1094,2064,399
439,1549,1788,557,45,2065,520
1411,1551,424,146,1191,2066,1621
481,1557,1789,113,50,2067,1195
1221,1558,258,1267,357,2068,698
629,1562,204,25,831,2069,1105
500,1563,1790,904,111,2070,144
1493,1564,1791,997,118,2071,1249
1133,1565,1709,205,123,2072,434
1214,1566,343,12,593,2073,688
1122,1567,1607,111,1040,2074,104
1106,1569,1792,19,132,2075,406
1468,1575,1642,8,806,2076,1447
522,1578,1793,16,159,2077,235
1304,1579,1794,28,161,2078,1640
982,1630,1795,4,31,2079,1274
1075,1636,230,17,416,2080,386
1031,1706,1796,604,26,2081,973
892,1741,1797,21,23,2082,54
1663,1748,1798,27,5,2083,816
152,1794,1799,2,1,2084,1039
1534,1805,1800,1850,3,2085,224
1337,1807,1801,13,4,2086,372
1099,1808,1175,24,1203,2087,1138
1383,1822,1226,7,802,2088,1408
436,1,1802,3,126,2089,1256
521,2,1803,145,127,2090,1623
777,3,184,731,48,2091,1506
1165,4,124,20,1104,2092,1588
1267,8,154,937,2,5,44
1243,81,111,544,668,53,1641
672,9,90,3,3,62,752
1739,8,117,1,859,64,200
895,7,114,1,676,99,1007
209,6,1546,4,4,107,685
1752,5,76,50,16,110,440
1753,3,1199,41,78,127,244
1483,1,217,877,57,149,622
786,1,1137,29,637,157,7
854,2,197,65,117,161,1358
836,3,1194,32,16,166,17
1183,4,200,27,1,173,925
1775,1648,79,31,698,174,1216
1777,1649,82,49,1023,181,665
545,1650,9,42,2,184,356
1782,374,1364,43,747,205,1486
1784,365,38,44,723,218,1593
594,363,284,47,16,225,1538
1798,362,125,5,960,246,1477
1801,361,5,88,926,250,1414
1249,359,18,48,1243,251,1320
246,358,12,33,951,275,227
1474,349,861,230,1,277,517
1821,348,17,1,3,283,48
998,240,114,265,9,284,1184
1940,239,526,3,2,331,238
1,75,530,594,8,333,554
99,12,531,11,5,380,614
175,11,537,2,6,397,295
220,10,269,564,1230,451,1136
235,9,922,43,972,452,101
236,8,928,196,1135,469,895
407,7,955,41,1053,474,128
489,6,751,44,186,484,402
551,5,914,144,990,487,325
349,4,644,1691,956,492,234
614,3,546,241,706,499,212
703,2,1354,28,297,522,806
248,1,516,352,1285,523,742
642,1,18,450,2,528,1111
385,2,663,99,493,537,293
646,3,245,545,163,569,273
919,4,664,258,45,585,632
924,5,1086,95,56,593,598
247,6,665,158,69,608,138
1004,7,1345,166,4,609,759
927,8,282,253,678,610,886
413,9,132,930,1150,611,2
1018,10,923,98,140,613,40
1063,11,123,905,170,626,871
580,12,3,526,1092,632,1007
1173,13,92,1122,4,635,994
1183,14,107,254,3,639,431
199,15,100,982,8,644,993
1195,16,121,330,19,646,663
824,17,115,250,16,647,1059
1227,444,95,540,5,660,71
577,126,733,81,25,665,1090
1240,886,541,395,2,666,303
658,1086,125,85,6,667,20
1310,1762,135,1379,18,668,280
1285,1763,77,1634,15,669,643
587,256,529,762,1188,686,266
765,303,736,87,1853,696,493
1251,1680,351,44,736,700,891
25,1681,165,1257,20,714,181
71,459,738,169,958,735,323
456,458,741,417,1629,758,862
788,445,521,1191,1215,760,517
1321,413,698,209,1884,766,241
1038,412,16,574,1532,771,968
56,391,359,576,1263,804,132
194,390,64,45,1,811,1045
1037,389,595,432,728,812,182
1028,388,745,193,1804,814,230
588,386,748,142,23,835,750
974,381,551,1370,859,836,443
1483,374,310,200,7,837,1029
789,331,285,156,630,838,765
1141,329,573,1726,1581,840,586
1254,294,570,575,982,841,589
398,284,753,78,1922,842,720
1097,267,756,161,9,844,64
1409,246,16,853,137,845,933
840,221,425,245,1335,850,601
525,192,366,192,680,851,1050
1514,84,44,208,1202,855,154
1520,40,454,1689,1,857,185
921,37,10,264,1024,864,243
1545,9,19,214,961,875,460
549,8,64,1662,1166,876,706
476,7,30,100,1106,880,939
1272,6,760,3,913,906,303
365,5,33,162,952,908,813
464,4,105,215,973,915,972
1242,3,250,150,908,920,1009
1075,2,125,51,43,952,290
625,1,145,995,893,954,476
757,1,494,2,1114,979,976
1677,2,44,308,343,997,494
973,3,24,258,280,1021,103
1337,4,128,1,869,1038,412
1159,5,59,324,265,1039,919
1110,6,62,675,335,1056,1024
231,7,71,108,1599,1061,368
1633,8,82,27,82,1072,631
911,9,93,215,361,1103,551
975,10,102,199,375,1116,1179
1218,11,112,65,387,1123,68
113,12,119,306,601,1125,216
20,13,127,404,205,1126,338
1061,14,131,602,35,1177,1163
384,15,136,915,86,1180,707
1318,371,144,204,2082,1181,78
1392,329,154,12,300,1186,423
968,328,161,1692,980,1236,941
1754,305,176,33,743,1262,920
1204,275,189,248,680,1264,147
490,271,168,57,349,1339,853
1428,55,198,79,348,1368,445
1167,69,205,1747,353,1379,26
382,81,173,213,88,1382,919
372,82,214,97,1539,1392,842
417,83,221,36,67,1394,545
1794,84,232,23,333,1395,713
1670,458,241,358,1573,1396,898
1207,454,22,63,590,1423,810
829,393,249,3,212,1427,16
1201,391,257,1684,305,1428,527
1816,104,264,87,159,1441,654
433,4,270,8,17,1456,672
1091,1,276,93,45,1473,925
860,1,95,406,616,1508,678
947,2,285,968,289,1510,739
1935,3,291,17,773,1513,1173
1787,4,302,120,225,1515,54
1936,5,313,113,336,1553,433
1827,6,320,10,25,1572,737
250,7,326,20,594,1575,85
1324,8,333,181,151,1576,1175
536,9,8,134,885,1577,689
774,10,340,854,386,1579,883
979,11,296,763,952,1580,707
315,12,317,1690,12,1613,848
1808,13,353,79,142,1614,584
1914,14,363,1110,1546,1615,127
1814,15,369,101,32,1617,1165
1937,278,379,225,116,1631,217
1511,223,389,916,61,1655,1121
369,1639,394,42,283,1657,916
1938,1640,400,677,1598,1661,47
1939,17,407,419,1519,1688,394
1120,2,415,13,308,1689,1177
1940,1,418,34,93,1693,168
1941,1,426,779,38,1696,458
1133,2,433,252,224,1697,984
1942,327,441,37,231,1699,82
1943,59,445,24,343,1706,16
729,2,242,191,44,1753,105
1944,3,451,1608,33,1754,769
1713,4,295,24,1192,1757,704
545,5,457,300,62,1759,492
945,3,463,359,577,1760,59
1415,495,474,4,63,1763,49
3,477,479,9,217,1826,343
714,473,178,133,989,1873,521
246,434,489,216,512,1923,121
1945,431,497,1203,101,1924,538
627,426,500,15,837,2009,27
850,423,3,43,1872,2010,837
875,422,509,736,115,2011,710
1119,420,513,154,118,2012,190
815,419,521,361,1767,2013,1194
1228,415,440,1205,2051,2014,708
935,412,530,307,18,2015,79
1946,394,294,290,419,2016,699
742,379,537,94,100,2017,833
931,375,543,245,154,2018,582
1711,371,554,966,160,2019,587
1046,361,560,1196,1701,2020,235
336,302,279,47,165,2021,1192
1305,298,567,803,170,2022,983
1947,285,449,1267,1732,2023,247
626,253,571,732,193,2024,966
164,209,580,86,195,2025,1145
7,193,587,29,1786,2026,1091
1948,180,595,76,1527,2027,767
1949,148,68,46,129,2028,143
1728,80,599,743,232,2029,730
98,76,603,165,253,2030,60
235,39,520,14,18,2031,1449
247,9,608,84,15,2032,188
384,29,21,257,1112,2033,261
219,111,611,1456,1,2034,582
412,120,355,35,1061,2035,552
174,126,158,132,398,2036,849
234,129,128,231,511,2037,655
1,130,617,38,88,2038,44
30,212,480,412,84,2039,777
203,222,624,49,391,2040,463
316,297,210,160,1191,2041,1183
563,298,432,155,722,2042,826
627,299,35,36,1065,2043,1513
646,314,223,217,138,2044,1611
788,318,613,69,350,2045,350
379,324,287,25,299,2046,134
757,330,39,68,1056,2047,201
170,365,228,651,335,2048,1098
378,366,631,48,213,2049,281
199,760,197,130,202,2050,1851
13,794,173,42,1392,2051,555
28,858,638,5,59,2052,297
23,1066,646,11,396,2053,1068
26,1141,551,22,220,7,1354
89,1164,251,26,411,8,563
46,1175,41,6,415,50,249
164,1222,549,883,531,58,253
6,1223,652,221,49,102,1
101,1270,1,628,107,210,267
163,1276,654,209,1035,284,494
293,1285,661,123,1157,393,1252
357,1286,665,620,163,400,97
8,1290,95,403,46,413,515
602,1374,669,107,240,415,503
17,1407,257,228,265,416,727
29,1440,248,157,1072,419,60
731,1458,676,66,1067,421,1029
573,1466,683,59,431,435,658
1,1475,557,1167,1122,436,24
254,1477,688,223,848,441,1052
332,1478,521,41,488,470,186
8,1479,118,416,300,475,610
727,1480,130,1367,926,486,1099
889,1514,700,210,1180,488,508
1010,1606,290,981,538,512,1676
1033,482,84,876,459,573,889
724,437,297,20,475,574,1312
5,436,570,407,1032,576,478
1002,435,583,226,451,578,1038
670,434,708,825,1158,651,575
1023,430,44,1189,1154,673,230
686,419,706,863,656,691,456
954,418,711,358,1099,705,693
1052,417,236,80,1059,713,1358
309,407,342,1489,1182,747,1880
1511,403,509,206,28,775,7
783,382,259,171,308,790,1797
230,381,410,123,460,799,1927
296,379,436,151,819,807,990
579,364,339,158,21,817,1096
638,362,720,259,8,874,366
1600,361,136,405,971,1031,1257
583,328,628,409,295,1034,251
882,313,725,388,309,1059,1129
1007,282,475,386,207,1075,37
572,222,111,394,367,1157,1862
918,86,732,432,27,1189,434
334,84,220,371,1188,1190,2064
1695,24,48,393,1106,1191,258
646,2,218,32,285,1192,28
1343,1,127,198,1186,1193,1915
919,1,736,22,280,1194,1976
1154,2,176,39,109,1195,727
866,3,280,45,168,1196,79
806,4,465,1043,472,1197,1104
590,5,139,136,15,1198,1198
1731,6,742,58,328,1199,317
1741,7,151,28,495,1200,1885
208,8,746,207,72,1201,545
1751,9,120,1391,31,1202,346
704,10,316,168,107,1204,1413
1760,11,272,18,963,1205,463
1,12,388,267,1046,1247,44
135,13,520,603,332,1327,440
643,14,202,761,224,1332,869
1,15,112,242,251,1334,371
540,16,305,840,528,1351,1195
579,17,696,619,331,1362,41
141,18,245,744,452,1480,1097
17,19,754,1011,17,1481,467
510,20,526,577,318,1482,187
847,14,389,578,185,1483,906
90,1,662,586,192,1484,1492
1,1,539,88,1192,1485,99
582,2,23,340,258,1486,134
703,3,764,219,1025,1487,212
718,4,517,925,717,1488,1086
1,5,329,138,1283,1489,803
40,4,774,253,416,1490,264
127,3,779,108,288,1491,1321
249,2,787,389,34,1492,829
448,1,574,21,199,1494,840
55,2,82,1123,33,1496,455
443,3,464,1374,180,1498,631
528,520,192,873,336,1500,1120
474,518,796,142,1337,1502,985
642,517,242,239,74,1504,152
444,393,365,216,675,1505,397
681,387,356,40,264,1558,216
726,385,119,78,43,1583,965
773,384,801,1319,263,1584,633
895,359,567,985,40,1585,419
132,358,806,1142,360,1586,759
915,355,813,1295,611,1587,714
927,354,815,89,474,1588,958
967,213,576,111,55,1589,1252
617,212,651,184,1304,1591,1271
1026,209,609,7,337,1592,295
1079,115,131,646,239,1593,686
1111,114,195,1165,319,1594,685
1173,3,820,420,95,1595,281
926,1,824,745,333,1596,385
1274,2,827,139,37,1597,490
424,3,832,362,287,1598,149
1352,4,235,127,296,1599,433
2058,5,374,62,32,1603,931
1244,6,839,996,727,1604,548
2059,7,606,1141,835,1605,441
492,8,844,67,26,1607,389
2060,9,848,75,22,1608,1173
2061,10,862,27,1005,1611,1052
2062,11,34,1750,19,1772,123
1078,12,864,60,16,1773,33
2063,13,866,16,409,1774,1124
2064,14,417,31,11,1778,1281
54,15,868,19,74,1785,1258
1901,16,440,211,36,1800,1031
1264,500,167,417,202,1802,59
1,2,869,256,841,1804,312
73,1,232,30,376,1809,959
628,3,740,77,597,1883,78
2031,2,879,334,10,1954,168
1860,1,889,335,174,1955,1020
1399,2,895,455,14,1956,458
1,664,510,179,1209,1957,129
329,386,291,1693,13,1958,677
245,382,502,935,61,1959,214
436,381,340,856,244,1960,1773
470,380,719,140,953,1961,58
557,4,31,904,7,1962,179
567,3,900,152,1150,1963,1177
638,2,623,1669,230,1964,891
769,1,354,967,66,1965,1676
613,1,707,984,490,1966,228
524,471,89,1,206,1967,77
954,327,92,4,418,1968,1354
622,306,442,176,5,1969,200
362,15,907,5,172,1970,8
553,5,94,7,1416,1971,284
923,4,912,164,2,1972,85
912,3,930,6,2,1973,1681
1074,1,936,110,1027,1974,1010
469,2,490,8,524,1975,1313
1252,3,816,3,1060,1976,1214
1147,4,1050,173,85,1977,885
1008,5,256,617,300,1978,681
558,6,131,1,334,1979,1741
911,7,324,2,510,1980,329
1342,8,383,291,410,1981,783
36,9,483,356,397,1982,779
444,10,360,3,89,1983,1883
547,498,453,35,282,1984,795
824,475,6,4,477,1985,1344
891,472,16,2,35,1986,1462
722,471,620,3,355,1987,78
431,470,572,1,1,1988,1624
1502,467,574,5,43,1989,1814
1270,461,576,35,318,1990,1533
1546,405,572,1,848,1991,817
889,403,1414,459,10,1992,136
1993,259,578,27,112,1993,1193
1997,199,580,25,140,1994,1141
1196,73,568,722,83,1995,1470
48,12,747,7,207,1996,1571
1,11,1253,503,314,1997,869
55,1,270,2,260,1998,993
54,1,1443,12,203,1999,180
94,2,382,633,560,2000,1147
210,3,822,257,318,2001,629
192,4,1244,463,1343,2002,282
172,5,1206,3,10,2003,840
92,6,10,647,71,2004,742
492,7,13,632,3,2005,108
386,8,28,708,4,2006,248
455,9,31,1,14,2007,154
604,10,13,29,7,9,1171
690,11,36,533,246,10,157
21,12,79,683,2,42,349
57,13,43,426,15,62,597
580,14,51,527,18,109,358
560,15,57,4,5,116,539
872,575,61,377,17,124,580
71,274,71,6,10,147,691
532,11,81,389,19,155,417
274,1,101,5,189,179,419
925,1,104,447,14,219,534
548,2,353,3,418,223,590
957,3,133,4,1664,241,502
606,4,577,5,491,244,678
408,516,1388,2,118,248,420
897,510,158,1,1635,249,837
45,508,513,2,123,273,80
487,507,1389,14,139,278,588
692,506,546,5,1178,282,316
1141,505,606,1424,116,332,725
433,504,1367,838,85,339,533
960,503,162,1,132,380,490
287,502,506,74,101,429,582
1024,501,227,2,89,448,30
440,499,142,5,157,469,626
527,498,432,1,42,472,911
1247,497,538,3,92,490,804
1130,496,118,1,1463,535,367
898,494,147,5,197,574,737
1322,493,650,2,1546,591,751
1232,492,742,3,1541,593,384
20,491,31,4,288,601,54
261,490,1390,644,144,607,613
1323,489,123,1138,24,608,259
1315,488,763,7,36,609,207
1041,487,632,6,121,611,666
1036,486,478,10,1295,618,531
1205,1,454,33,1673,619,276
213,1,187,12,962,620,306
428,4,414,524,13,621,866
681,5,125,238,66,622,601
507,6,346,1,156,623,239
353,7,1391,11,1553,624,349
1076,8,405,1136,373,635,711
347,9,181,8,25,640,1121
753,10,587,9,22,642,1017
243,11,424,1,31,644,492
1600,12,1392,6,40,645,404
1618,13,19,1,51,647,623
1225,14,75,2,143,648,989
1625,15,1393,1,57,663,895
874,16,139,5,1648,665,170
349,615,1394,2,62,666,1057
91,601,579,3,940,670,11
633,569,927,743,433,698,960
1406,552,87,11,31,717,240
1367,550,496,5,33,728,143
615,549,996,1,40,739,275
766,547,803,3,1332,748,312
1387,546,794,2,151,753,1138
1694,545,798,4,563,765,122
752,544,20,1,1561,769,678
366,542,281,4,2,797,484
1718,541,1454,1,96,805,132
1719,540,322,3,63,809,897
1403,539,442,5,450,810,1133
1691,537,63,2,1027,812,499
363,536,915,106,673,813,88
126,489,80,1596,1764,836,422
1726,486,143,458,74,839,290
1037,480,162,255,1692,841,1153
953,446,70,10,1688,842,974
1288,431,65,3,1846,843,75
1196,402,67,341,681,849,137
1119,401,736,1263,2,850,791
1016,283,465,4,30,852,763
67,192,765,2,40,853,144
